Dimension;Transcription
Other;is there a speed limit of the road or the actual velocity of the car going through the road because that might not be the same
Other;is there something in addition we want to have
Other;and how are those most easily calculated?
Other;did i misinterpret that
Other;how do we want the relations to be?
Other;in the middle?
Other;itís okay if i add density to the traffic?
Other;one traffic light should have a single intersection, right?
Other;or is there something specific which we would like to have on endpoints
Other;road endpoint, maybe?
Other;shoud i call it single traffic, road traffic , specific traffic,
Other;should it be on a bigger level?
Other;should it be on a kind of big level or is it sufficient to just have a number of intersections with roads connecting them in terms of class relationships i mean.
Other;should we do a drawing for that
Other;would that not be a property of the intersection?
Other;is there a speed limit of the road or the actual velocity of the car going through the road because that might not be the same
Other;is there something in addition we want to have
Other;and how are those most easily calculated?
Other;did i misinterpret that
Other;how do we want the relations to be?
Other;in the middle?
Other;itís okay if i add density to the traffic?
Other;one traffic light should have a single intersection, right?
Other;but the question is where we put something to zoom in and out. perhaps in the same way it is done in the whiteboard softwa
Other;do we assume that the cars always drive straight ahead or maybe, because otherwise we would need to differentiate between roads that turn to the right, roads that turn to the left, just ahead
Other;ow to control the flow.
Other;so, ok, what kind of options should we have?
