Dimension;Transcription
Active Discussion;i was just thinking about the other possibility, whether we should design it like this: in an intersection
Active Discussion;itís a simple solution but we could do it some way different like this but then we would probably need some kind of main, i donít know, main traffic light or reference point for the traffic lights so that we know, when will which one start and which one, so i mean
Active Discussion;or do we need this for every intersection?
Active Discussion;or down to up
Active Discussion;or one
Active Discussion;or other shorts what you defined with the circle, letís just say for the safe of complicity, itís like this, so then this one would be green in the beginning and by no car would be in this area, no car would be here, thatís, here we have these two nice cars
Active Discussion;or should you be able to set like, this is car spawn, the car spawn, which spawns cars and this is like a sync where cars disappear.
Active Discussion;perhaps we simplify draw intersections for lazy students
Active Discussion;so either they should be able to use go like 20 seconds red, blablabla blablabla or depending on this senso
Active Discussion;whether you should be able to position this car spawning symbol at the beginning or whether it should be just able to detect this is the beginning of the road
Active Discussion;yeah, of course we could also do it like this
Active Discussion;you have to switch to green or to orange or red
Active Discussion;is itpossible to break that down further
Active Discussion;a few tables
Active Discussion;and have uml diagram for the class structureof each object's attributes
Active Discussion;are all the opposing lanesalways the same state?
Active Discussion;arethere any critically used cases that you want to cover?
Active Discussion;description?
Active Discussion;did we have a constraint of only four roads per intersection?
Active Discussion;do we need a specific light object?
Active Discussion;do we want a reset?
Active Discussion;do we want to have it so that a car can make a turnand then change directions so that they're not always goingright?
